species,a10,a11,a12,a5,a6,a7,a8,a9,b10,b11,b12,b1,b2,b3,b4,b5,b6,b7,b8,b9,c10,c11,c12,c1,c2,c3,c4,c5,c6,c7,c9,d10,d11,d12,d1
lactobacillus_shenzhenensis,9,8,6,27,0,0,8,0,6,1,0,3,37,2,2,0,3,2,18,3,0,3,1,25,0,12,26,7,28,5,0,8,1,11,6
lactobacillus_silagei,3,1,6,7,0,15,1,1,0,0,0,0,0,6,3,0,1,4,11,8,1,5,0,4,0,0,3,8,6,1,2,0,1,0,3
lactobacillus_siliginis,0,5,0,16,0,0,0,0,0,0,0,1,0,1,2,0,0,42,1,0,0,3,0,4,0,0,2,1,1,1,1,3,0,0,0
lactobacillus_similis,2,0,8,3,0,2,2,0,1,0,0,1,0,0,1,0,0,4,1,2,0,0,0,0,0,0,3,0,8,1,1,1,0,1,0
lactobacillus_sucicola,0,0,17,12,0,1,8,0,2,14,0,2,0,5,0,0,0,17,64,16,0,3,0,0,1,1,0,4,2,1,1,57,0,1,3
lactobacillus_thailandensis,0,1,6,5,0,5,3,0,1,0,0,0,0,6,15,0,2,0,0,0,6,0,0,1,0,1,12,1,1,0,1,10,1,0,1
lactobacillus_wasatchensis,1,11,6,4,0,0,5,0,0,0,0,0,0,9,1,0,0,2,2,2,0,1,3,2,0,0,8,1,4,6,4,1,1,10,0
lactobacillus_xiangfangensis,0,2,1,1,0,0,0,0,1,0,0,3,0,3,0,0,0,4,1,8,0,0,0,5,6,0,2,6,1,1,0,1,0,0,1
lactobacillus_zymae,0,2,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,3,6,0,0,2,0,8,0,0,1,0,4,4,1,1,0,0,2
lactococcus_garvieae,0,5,3,5,5,6,5,1,5,20,0,0,0,3,0,0,1,3,14,1,4,1,0,6,0,3,4,6,0,1,9,3,3,8,4
lactococcus_lactis,58,262,282,99,17,372,498,302,63,72,812,132,51,3679,134,5,40,202,63,56,5388,153,8,387,14,73,137,298,539,249,90,398,2948,3849,233
lactococcus_piscium,2,7,1,5,1,60,0,3,0,0,6,1,0,3,1,0,4,2,6,2,6,1,0,5,0,0,2,0,4,1,4,5,14,2,0
lactonifactor_longoviformis,213,626,1044,835,3,1030,609,1,271,201,9,568,156,697,264,1,203,820,4627,525,78,277,93,1322,2,1317,987,345,325,583,134,3983,137,1796,359
lacunisphaera_limnophila,2,5,4,5,0,1,4,0,0,1,0,0,38,3,4,0,0,9,4,1,0,0,0,8,1,2,20,4,9,23,0,69,2,5,6
lagierella_massiliensis,1,12,3,67,0,8,7,0,25,9,0,3,0,70,11,2,2,20,22,3,0,3,0,39,2,2,8,12,3,5,1,8,9,50,7
lampropedia_cohaerens,12,1,4,3,2,2,0,0,0,2,0,2,1,0,2,1,0,9,4,7,1,1,3,3,0,9,5,6,2,11,2,8,0,3,7
laribacter_hongkongensis,1,4,11,4,13,48,3,12,4,5,1,3,16,5,0,1,2,15,8,9,13,10,10,10,9,5,13,7,15,10,7,6,2,2,11
lascolabacillus_massiliensis,0,3,1,0,0,0,1,0,4,0,0,4,0,9,4,0,5,2,1,1,0,12,0,6,0,7,11,0,1,1,0,0,0,0,2
lawsonella_clevelandensis,0,9,155,10,10,0,4,0,20,187,24,4,4,7,3,1,0,67,1,8,0,6,1,10,0,18,0,0,7,7,1,945,87,2,0
lawsonia_intracellularis,0,0,2,11,5,0,1,3,3,0,0,13,4,0,0,4,0,9,2,4,0,0,3,2,3,9,6,3,0,11,5,3,0,0,0
leadbetterella_byssophila,1,3,0,14,0,1,8,0,0,4,0,36,0,5,696,0,4,4,5,1,0,2,0,49,0,0,0,327,289,6,2,7,805,379,293
leeia_oryzae,0,10,4,4,3,4,0,0,1,4,0,2,14,2,1,0,1,15,0,32,0,1,0,10,3,0,12,2,8,3,7,0,1,0,2
leeuwenhoekiella_blandensis,0,0,1,2,0,0,7,0,0,0,0,0,0,0,5,0,0,8,2,1,0,0,0,0,2,0,0,0,2,0,0,0,4,2,3
leeuwenhoekiella_marinoflava,0,0,132,0,1,0,0,0,0,0,0,1,0,23,4,0,0,1,0,1,0,97,0,0,0,0,0,3,5,2,0,1,0,0,0
legionella_clemsonensis,0,0,4,1,2,1,0,0,0,0,5,0,3,0,0,0,0,0,16,0,2,0,0,1,1,0,2,0,0,0,1,0,0,0,1
legionella_fallonii,0,0,3,0,0,0,0,135,0,0,0,1,0,4,1,0,5,22,3,0,10,1,8,1,0,0,4,2,2,0,2,2,0,0,0
legionella_hackeliae,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,1,1
legionella_lansingensis,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,2,1,10,1,0,0,7,1,1,0,3,0,1,2,0,0,0,0
legionella_longbeachae,0,10,0,1,5,1,1,2,0,0,0,0,20,18,0,4,0,2,0,0,2,1,5,0,9,4,0,2,1,0,3,1,1,0,0
legionella_massiliensis,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
legionella_norrlandica,0,0,1,1,0,0,0,0,0,0,0,0,0,2,3,0,0,15,0,1,0,0,0,3,0,0,1,3,0,0,1,0,4,22,0
legionella_oakridgensis,0,0,2,3,0,0,1,0,0,0,0,6,0,0,0,0,0,23,0,8,0,1,1,12,0,0,0,0,0,6,0,0,1,1,0
legionella_pneumophila,0,18,1,22,6,17,3,7,0,0,4,2,2,2,8,2,2,5,4,3,2,1,5,0,4,2,8,7,1,3,8,27,6,0,1
legionella_saoudiensis,0,0,0,1,0,0,2,0,3,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,2,0,0,0,1,1,1,0,0,0
legionella_spiritensis,0,0,4,0,2,0,1,1,0,0,0,0,2,1,1,0,5,3,4,1,3,3,4,1,2,0,3,0,0,5,2,0,2,1,0
legionella_steelei,1,0,0,2,0,1,1,0,10,0,0,1,0,9,0,0,19,0,0,0,0,0,0,0,0,0,6,9,0,0,0,3,0,2,0
legionella_tunisiensis,3,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,2,4,0,1,0,0,0,0,0,0,0,0,0,2,200,2,0,0
legionella_waltersii,0,0,17,0,0,0,2,0,1,0,0,0,0,0,4,0,0,0,12,0,0,0,0,3,1,1,1,3,0,0,1,5,0,0,19
leifsonia_xyli,77,3,15,3,0,42,0,0,1,1,3,1,1,3,1,2,1,0,5,3,0,0,0,14,0,7,4,3,7,3,3,56,0,20,0
leisingera_daeponensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leisingera_methylohalidivorans,1,1,2,0,0,0,5,0,0,0,1,1,0,0,11,0,0,0,2,1,1,0,0,0,1,0,7,2,1,0,0,2,0,0,0
lentibacillus_amyloliquefaciens,1,0,17,8,0,0,5,0,0,5,1,3,3,1,8,0,0,4,4,2,0,0,1,6,0,0,1,0,1,12,0,2,5,46,2
lentibacillus_jeotgali,0,0,1,5,0,2,0,0,2,0,0,1,0,1,5,0,1,1,2,2,0,1,0,0,0,0,5,0,1,2,0,1,0,1,1
lentibacillus_persicus,1,35,6,10,0,0,0,0,1,0,0,0,0,2,3,0,0,1,3,2,0,0,0,0,0,2,5,1,0,0,0,1,0,1,0
lentibacter_algarum,53,3,2,2,0,0,0,0,0,0,0,1,0,3,0,0,0,0,3,2,0,0,0,12,0,0,1,0,0,0,0,2,0,0,0
lentimicrobium_saccharophilum,1,1,14,22,1,0,13,1,6,3,0,32,0,3,311,0,9,3,41,4,1,2,0,40,0,1,6,261,438,41,0,6,529,254,221
lentisphaera_araneosa,0,0,2,2,0,0,0,0,1,0,0,0,0,4,2,0,0,0,2,1,0,0,0,2,0,0,0,2,2,0,2,0,0,3,0
lentzea_guizhouensis,0,1,7,0,0,1,7,0,1,0,3,1,0,0,4,0,0,0,0,0,0,0,1,5,0,0,15,0,3,9,1,17,1,0,0
lentzea_kentuckyensis,8,0,0,2,0,1,0,0,3,2,0,0,1,0,0,1,0,0,1,2,0,0,0,0,0,0,5,0,2,0,1,7,0,0,0
leptolyngbya_boryana,0,0,1,1,2,82,1,0,2,0,0,0,0,2,0,0,0,3,3,2,0,0,0,2,0,0,1,0,3,1,0,2,1,6,0
leptolyngbya_ohadii,0,3,5,3,0,3,4,0,1,1,0,0,0,0,1,0,0,6,13,11,0,0,1,0,0,1,9,1,4,1,0,6,0,2,0
leptolyngbya_valderiana,27,1,2,1,0,2,3,0,1,0,0,1,8,3,4,0,0,2,7,1,0,0,0,14,0,1,12,2,6,33,0,10,0,0,0
leptonema_illini,5,11,3,1,1,0,1,3,15,1,0,2,4,3,1,1,0,1,8,1,2,0,1,1,4,0,8,2,1,1,2,8,2,0,0
leptospira_alstonii,0,14,0,10,0,2,1,0,0,1,0,0,0,1,1,0,0,8,0,0,0,0,0,2,0,0,0,1,1,2,0,0,1,0,0
leptospira_biflexa,3,0,1,8,0,1,2,0,0,1,0,0,0,0,1,0,1,9,13,1,0,0,0,4,0,0,4,4,6,0,0,0,5,38,2
leptospira_borgpetersenii,6,0,0,1,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptospira_interrogans,0,2,0,19,0,0,0,0,0,0,0,0,0,5,0,0,0,9,1,0,0,0,0,3,1,0,0,0,3,0,0,0,2,22,0
leptospira_kmetyi,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,1,0,1,1,1,0,0,3,0,1,0
leptospira_licerasiae,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,54,0,0,0,0,0,0
leptospira_santarosai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptospira_wolffii,1,3,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,3,1,0,0
leptospirillum_ferriphilum,0,1,2,1,0,0,1,0,0,0,0,0,0,1,1,0,2,0,1,0,0,0,0,0,0,0,0,4,0,15,0,0,0,0,0
leptospirillum_ferrooxidans,1,1,1,2,0,0,0,0,1,1,0,0,0,1,0,0,0,0,3,0,4,6,1,3,0,1,0,1,1,3,0,1,3,2,2
leptothrix_cholodnii,3,6,3,0,1,2,3,1,3,0,0,5,2,8,1,0,2,4,12,3,0,0,0,41,0,4,13,0,3,0,2,9,0,0,3
leptotrichia_buccalis,0,3,4,10,77,0,2,1,1,2,34,6,5,4,15,2,1,42,2,0,4,2,1,9,2,35,42,5,1,3,210,1,10,19,1
leptotrichia_goodfellowii,2,6,2,7,0,4,1,0,4,0,40,2,0,3,0,0,2,34,5,20,0,3,0,4,7,172,24,1,2,1,172,3,1,3,0
leucobacter_celer,1,1,0,11,2,2,1,0,0,0,0,9,0,0,0,5,0,0,2,0,0,0,0,3,0,1,19,2,5,0,0,11,0,0,1
leucobacter_chironomi,198,6,1,12,1,1,0,0,1,0,5,0,0,4,0,0,1,1,1,0,0,3,7,9,0,0,184,1,5,5,0,10,1,0,0
leucobacter_chromiiresistens,0,1,0,4,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,2,0,1,7,0,0,1
leucobacter_musarum,0,0,0,0,0,0,0,0,1,0,6,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0
leucobacter_salsicius,54,8,0,4,0,2,0,1,1,0,3,1,5,2,3,0,0,0,5,2,0,2,0,42,0,0,1,2,8,4,2,1,0,0,0
leuconostoc_carnosum,0,1,0,0,0,0,8,0,0,0,8,2,0,17,3,2,0,6,2,0,0,1,0,1,0,18,5,2,0,0,1,1,0,2,2
leuconostoc_citreum,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,96,0,0,3,0,0,6,0,0,2,0,3,1,1,3,0,13,0
leuconostoc_fallax,1,3,18,5,2,0,4,0,3,2,0,3,0,3,0,1,0,0,2,7,9,0,0,0,0,7,1,0,0,4,7,1,1,34,0
leuconostoc_gelidum,0,5,2,6,1,0,4,3,0,0,6,2,0,3,0,1,1,66,0,0,9,0,0,21,8,5,3,5,3,1,5,0,1,0,3
leuconostoc_kimchii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
leuconostoc_lactis,1,0,0,0,1,0,0,0,4,2,0,0,1,1,1,0,0,1,2,0,2,0,0,8,1,0,1,0,0,1,0,5,0,0,0
leuconostoc_mesenteroides,8,9,3,8,2,4,5,18,2,3,3,1,29,31,1,2,1,22,1,4,30,2,3,2,3,4,1,2,9,8,5,19,3,145,2
levyella_massiliensis,50,44,60,66,33,56,106,0,37,36,9,174,36,62,94,0,26,70,50,20,6,69,35,86,0,37,101,26,37,43,10,45,54,45,28
lewinella_agarilytica,0,4,2,1,0,0,17,0,9,1,0,2,0,2,4,0,5,0,5,0,0,0,0,7,0,2,29,1,9,3,0,78,4,4,2
libanicoccus_massiliensis,81,36,49,69,1,844,64,0,11,21,1,26,56,18,217,0,43,29,130,75,0,10,3,223,1,196,81,34,138,184,12,76,423,252,27
liberibacter_crescens,1,1,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,11,0,1,0,1,0,2,0,3,1,0,0,0,2,2,1,0,0
lihuaxuella_thermophila,1,2,1,4,0,2,4,0,2,2,0,2,0,4,1,0,4,4,3,3,0,0,0,20,0,0,9,5,5,5,0,31,0,5,1
limimonas_halophila,4,4,1,4,0,4,7,0,1,0,0,3,0,5,1,0,2,3,4,2,0,3,1,1,6,6,2,5,14,5,0,48,1,2,3
limnochorda_pilosa,4,4,10,25,0,3,7,0,6,1,1,8,11,3,6,0,5,1,17,3,12,0,1,31,0,6,33,7,8,9,0,150,1,7,4
limnohabitans_planktonicus,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,2,0,0,0,111,1,0,15,1,2,0,0,13,0,0,0
limnoraphis_robusta,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,1,0,0,0,0,2,0,2,0,1,1,0,6,1,0,0,0
lishizhenia_tianjinensis,2,0,2,0,0,0,0,0,1,1,0,1,0,9,0,1,1,1,9,1,0,1,0,5,0,1,0,0,3,2,2,0,1,0,1
listeria_aquatica,0,2,0,3,1,4,0,0,1,1,0,0,4,3,2,0,4,3,1,10,1,2,0,3,0,5,2,2,1,0,0,1,1,3,0
listeria_booriae,4,5,2,1,0,0,0,0,0,1,0,0,0,17,0,0,0,0,6,19,0,0,0,1,0,0,0,0,0,10,3,1,0,1,0
listeria_fleischmannii,2,12,3,0,0,8,2,0,0,1,3,1,0,5,0,1,0,6,1,2,0,1,0,2,3,1,1,2,3,5,2,7,1,6,0
listeria_floridensis,3,0,1,6,0,1,2,0,0,0,0,10,0,1,0,0,0,0,0,0,0,1,0,6,0,0,2,2,1,2,1,1,7,19,2
listeria_grayi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
listeria_monocytogenes,3,16,4,12,3,37,6,20,8,3,0,4,9,49,12,1,1,204,5,4,125,1,16,12,1,20,7,10,7,19,10,117,8,11,5
listeria_rocourtiae,0,5,0,7,0,0,0,0,0,0,0,2,5,0,0,0,0,3,0,0,5,0,0,1,0,0,3,0,0,0,2,2,0,17,0
listeria_weihenstephanensis,0,4,2,1,0,0,0,0,1,1,0,2,0,1,1,0,0,0,4,0,0,0,0,1,0,3,2,0,1,0,1,1,0,1,4
litoreibacter_albidus,0,2,7,11,0,0,4,0,1,0,0,3,2,0,0,0,1,3,3,5,0,1,0,0,0,5,9,2,6,1,0,12,1,2,0
litoreibacter_arenae,0,2,8,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,1,3,5,0,0,0,0,0
litoreibacter_ascidiaceicola,2,0,2,5,0,15,0,0,0,0,0,1,0,0,1,0,0,0,9,0,0,1,0,3,0,4,11,4,5,1,3,2,1,1,0
litoreibacter_janthinus,0,1,11,6,0,0,0,0,2,0,0,4,1,3,0,0,0,0,20,9,0,4,1,0,0,0,7,0,2,0,5,8,1,0,3
litorimicrobium_taeanense,6,0,6,8,1,1,3,0,0,1,0,0,1,0,77,0,0,0,2,1,0,1,0,23,2,3,5,1,5,3,0,3,0,0,42
loktanella_atrilutea,1,0,0,0,0,0,0,0,1,6,0,0,1,3,1,0,0,0,1,1,0,3,2,0,0,7,3,7,0,3,0,13,0,0,0
loktanella_cinnabarina,1,1,1,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7,0,0,6,0,1,0,0,3,0,0,1
loktanella_koreensis,0,0,0,2,0,10,0,0,0,0,1,0,2,0,0,0,5,0,1,0,0,0,0,6,2,2,3,0,8,1,0,0,0,1,3
loktanella_litorea,0,9,1,6,0,0,0,0,3,0,0,0,0,0,0,0,52,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0
loktanella_pyoseonensis,0,0,1,2,0,4,1,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,45,0,0,2,2,1,0,0,4,0,0,0
loktanella_sediminum,0,4,4,2,0,1,1,0,0,0,0,4,0,3,0,0,0,2,0,6,0,0,0,28,0,0,0,1,0,2,0,0,0,2,4
loktanella_soesokkakensis,6,0,0,0,0,1,0,0,0,0,0,3,1,0,1,0,17,0,0,1,0,0,0,1,0,0,0,1,0,4,1,3,0,0,0
loktanella_tamlensis,3,0,3,1,1,0,0,0,4,2,0,5,0,1,1,0,144,30,25,7,2,0,0,9,2,0,2,1,0,0,1,3,0,1,0
loktanella_vestfoldensis,15,2,1,4,1,8,5,0,2,0,0,1,20,0,3,0,93,1,2,3,0,0,0,0,1,0,0,2,5,1,3,1,0,2,0
longilinea_arvoryzae,11,17,14,11,0,0,21,0,9,5,0,6,35,12,9,0,2,1,43,8,0,0,0,7,0,3,12,12,24,17,0,46,4,2,0
luminiphilus_syltensis,0,2,0,0,0,0,0,0,3,1,0,3,0,0,131,0,7,0,0,0,0,0,0,0,2,0,0,0,259,1,1,2,67,117,0
lunatimonas_lonarensis,0,0,6,2,0,0,12,0,0,0,0,27,0,7,265,0,1,0,1,1,0,0,0,62,0,2,4,202,357,4,1,22,430,237,189
luteibacter_yeojuensis,2,1,1,8,0,0,1,0,0,1,0,2,0,5,4,0,0,13,0,6,0,0,0,4,1,1,16,0,1,6,1,9,3,5,2
luteimonas_abyssi,2,10,10,9,0,0,1,0,0,1,4,0,0,4,3,2,0,1,6,9,0,0,0,3,3,3,15,2,5,1,7,27,3,3,3
luteimonas_huabeiensis,1,3,2,4,0,0,9,0,1,0,5,1,1,2,2,2,8,2,3,4,0,1,2,9,1,8,14,0,9,4,259,1,0,1,3
luteimonas_tolerans,0,2,8,4,2,0,3,0,0,0,1,6,0,8,1,1,1,8,50,19,0,5,0,5,0,1,5,0,0,1,1,3,0,0,4
luteipulveratus_halotolerans,0,2,2,0,0,0,1,0,0,1,1,0,0,0,2,0,0,0,2,0,1,0,0,1,0,1,7,4,0,0,1,4,3,1,2
luteipulveratus_mongoliensis,0,0,3,7,0,1,1,0,2,2,1,1,0,1,2,0,0,1,4,0,0,4,1,1,0,6,4,8,2,46,0,2,2,4,0
lutibacter_agarilyticus,0,7,2,8,0,0,5,0,0,0,0,0,0,1,2,0,10,0,10,0,0,6,0,0,2,0,6,3,1,3,0,2,0,0,1
lutibacter_flavus,0,42,1,4,0,0,1,0,5,0,0,0,0,1,5,0,8,0,1,1,0,1,0,1,2,0,1,7,2,0,1,4,1,0,1
lutibacter_maritimus,2,11,2,6,0,0,0,0,5,3,0,0,0,22,0,0,0,2,1,0,3,0,0,1,0,1,2,3,0,6,0,0,1,6,2
lutibacter_oricola,1,0,1,2,0,1,3,0,0,1,0,1,0,9,47,0,2,8,5,3,0,1,0,17,4,1,0,12,24,3,0,244,60,46,20
lutibacter_profundi,2,35,20,2,0,0,0,0,0,0,0,1,0,0,1,0,0,8,1,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0
lutibaculum_baratangense,1,1,4,4,0,0,2,0,1,0,0,1,0,0,1,0,0,0,8,5,0,0,0,13,0,2,14,1,6,3,1,15,0,0,0
lutimaribacter_saemankumensis,3,3,2,5,0,1,0,0,0,0,0,3,0,5,6,0,1,21,0,4,1,2,0,3,0,0,14,8,1,0,0,2,3,6,3
lysinibacillus_fusiformis,2,2,660,1,0,0,6,0,1,0,0,7,0,4,1,0,0,0,20,10,0,5,0,0,0,0,0,2,0,0,0,1,1,0,1
lysinibacillus_manganicus,8,0,8,14,3,55,1,16,0,4,0,1,0,18,1,1,2,14,3,3,13,1,3,12,2,5,3,16,5,2,10,8,17,69,4
lysinibacillus_sinduriensis,0,1,3,8,0,3,1,0,4,0,0,1,0,2,1,1,3,9,3,6,1,2,0,5,0,3,13,0,90,0,4,49,5,22,1
lysinibacillus_sphaericus,1,6,2,2,1,4,4,0,2,0,1,0,0,7,0,0,2,5,4,0,10,2,0,2,0,0,8,0,1,8,0,8,0,4,2
lysinimicrobium_flavum,0,1,1,7,0,0,0,0,0,1,0,0,0,1,4,0,0,0,0,0,1,1,0,5,0,1,13,0,5,1,0,0,0,0,0
lysinimicrobium_mangrovi,0,7,2,6,0,2,3,0,1,1,2,0,2,7,2,0,0,0,11,3,0,0,0,9,0,1,9,2,2,1,0,2,0,0,0
lysinimicrobium_pelophilum,1,5,0,0,0,5,0,0,0,0,3,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,2,0,4,0,3,6,0,0,0
lysinimicrobium_rhizosphaerae,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,2,0,0,19,0,0,0,0,1,0,0,0,2,0,1,0,1,0,0,0
lysinimicrobium_soli,1,0,0,1,0,42,1,0,1,0,2,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,2,0,1,0,0,3,1,0,0
lysinimicrobium_subtropicum,0,2,0,2,0,1,0,0,0,1,1,2,0,1,2,7,1,1,0,0,0,0,0,4,0,1,3,0,0,15,1,3,2,2,1
lysobacter_antibioticus,4,4,10,2,1,1,4,1,14,0,0,3,3,4,1,0,1,21,10,8,1,1,0,22,2,8,19,7,7,8,2,0,3,4,4
lysobacter_arseniciresistens,0,0,0,4,0,0,2,0,1,2,7,0,0,0,1,0,1,0,1,2,1,2,1,14,2,17,4,2,6,1,1,1,1,0,0
lysobacter_capsici,2,1,1,0,0,12,2,0,0,0,0,7,0,0,0,0,0,3,0,1,0,0,1,7,0,3,1,1,5,1,1,0,1,0,1
lysobacter_daejeonensis,2,0,16,5,0,0,2,0,0,0,2,2,1,0,3,0,0,5,1,8,2,1,0,5,0,17,61,0,6,7,1,66,3,1,2
lysobacter_defluvii,2,1,0,0,5,0,1,0,0,0,0,0,2,1,0,0,2,0,3,0,0,1,3,5,4,14,11,0,1,1,2,7,0,4,0
lysobacter_dokdonensis,1,1,0,2,0,0,4,0,0,0,1,0,0,6,1,0,0,3,4,0,0,2,1,3,2,16,3,1,1,0,2,1,2,3,3
lysobacter_enzymogenes,1,0,0,5,0,1,1,0,0,0,5,9,1,0,2,1,1,9,3,11,0,1,1,21,30,11,12,0,9,9,4,4,1,1,1
lysobacter_spongiicola,2,1,3,0,0,0,3,0,1,0,0,0,22,3,5,0,0,0,13,0,2,0,0,13,0,10,0,2,65,1,3,1,1,4,0
macrococcus_canis,7,13,1,7,2,1,1,0,4,3,0,5,0,11,0,0,1,14,8,7,7,0,0,12,1,0,0,4,3,6,3,2,3,2,3
mageeibacillus_indolicus,48,256,307,188,1,110,178,0,14,66,38,92,13,175,147,0,7,182,103,52,0,26,5,195,0,8,121,95,118,180,17,772,32,224,16
magnetococcus_marinus,2,9,8,15,0,0,11,1,6,2,0,3,0,5,3,0,31,2,19,8,2,1,0,9,0,42,9,8,22,26,0,21,1,5,2
magnetofaba_australis,5,5,14,22,0,0,12,0,7,2,0,2,9,4,3,0,40,8,16,35,0,1,0,12,2,4,24,8,28,11,0,74,0,5,1
magnetospirillum_caucaseum,57,3,3,2,0,1,48,0,11,0,0,1,27,6,11,0,1,9,58,1,0,0,0,14,0,0,1,10,52,6,0,6,9,11,2
magnetospirillum_gryphiswaldense,3,4,10,12,0,23,3,0,0,0,0,2,148,7,3,0,53,6,0,3,0,2,0,2,0,0,3,2,9,10,3,23,0,3,1
magnetospirillum_magneticum,3,4,16,6,0,0,23,0,2,1,0,1,1,5,5,0,0,1,31,12,0,1,0,10,0,0,2,4,17,8,0,56,1,13,2
magnetospirillum_marisnigri,1,4,4,1,1,1,4,0,2,0,0,0,1,1,3,0,6,0,2,1,1,0,1,159,2,2,5,4,3,3,0,64,2,0,5
magnetospirillum_moscoviense,0,3,3,63,0,5,16,0,2,1,0,3,0,2,0,0,30,0,6,2,0,1,0,18,0,50,62,5,8,3,0,37,1,1,0
mahella_australiensis,3,11,10,80,5,17,23,0,2,5,0,6,11,14,22,1,0,8,4,3,6,0,0,14,3,0,15,10,11,8,8,166,2,1,2
mailhella_massiliensis,143,30,42,152,0,148,46,0,55,57,1,955,8,118,55,0,143,50,117,39,0,10,1,149,0,145,256,32,99,2453,0,85,24,29,7
mameliella_alba,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
mangrovibacter_phragmitis,0,2,4,7,191,22,2,75,0,1,4,6,143,9,0,155,0,4,2,2,451,12,53,1,280,6,1,12,4,5,156,3,4,8,3
mangrovimonas_yunxiaonensis,0,1,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,6,0,0,0,6,0,0,0,1,0,4,1,0,0,0,1,0,1
mannheimia_haemolytica,0,1,11,13,94,22,5,47,3,1,0,5,6,9,2,4,4,22,1,1,220,12,54,2,8,280,46,6,5,6,251,0,0,0,0
mannheimia_succiniciproducens,1,0,3,0,11,4,0,3,0,0,0,2,3,0,1,0,0,2,0,0,1,3,5,0,5,7,1,1,0,0,11,0,0,0,0
maribacter_antarcticus,0,52,0,13,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,1,0,0,0,1,0,1,0,0
maribacter_arcticus,0,0,0,17,0,0,0,0,2,0,0,0,0,0,0,0,1,0,4,2,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0
maribacter_forsetii,0,0,0,3,0,0,0,0,0,0,0,32,0,1,190,0,0,4,0,9,0,0,0,70,0,0,0,185,9,3,1,2,700,174,223
maribacter_stanieri,0,0,0,0,0,0,0,0,0,0,0,41,0,12,301,0,0,0,0,0,1,0,0,0,0,0,0,305,410,0,0,1,0,0,172
maribacter_thermophilus,2,5,12,8,0,0,34,0,3,0,0,1,0,7,1,1,1,17,16,1,0,5,0,14,0,0,2,0,6,0,4,4,1,1,0
maribius_pelagius,2,0,7,2,0,0,2,0,0,0,1,0,0,0,3,0,0,0,1,2,0,0,0,3,0,1,1,4,6,0,0,1,0,0,0
maricaulis_maris,3,4,7,2,0,7,19,0,9,0,0,0,0,2,4,0,3,0,6,7,0,0,0,5,0,0,0,9,32,9,0,29,10,4,1
marichromatium_purpuratum,0,0,0,5,0,1,0,0,0,3,1,0,0,3,0,0,0,7,0,9,0,0,0,10,0,0,4,4,5,5,0,0,0,1,6
marinactinospora_thermotolerans,6,0,0,11,0,2,2,0,5,1,0,0,0,0,1,1,0,12,1,10,0,0,0,36,0,2,14,2,3,6,1,7,0,1,0
